ProbeName,TargetName,Target_Name,HUGOSymbol,Accessions,AnalyteType,CodeClass,TargetGroup
DPROT_01207.1,PTEN (phospho T366),PTEN (phospho T366),PTEN,"P60484,F6KD01",Protein,Endogenous,"All Targets, Cell Adhesion & Motility, Lipid Metabolism, p53 Signaling, PI3K-Akt Signaling, FoxO Signaling, Autophagy, mTOR Signaling, TCR Signaling, Senescence, EMT"
DPROT_01024.1,ERK2,ERK2,MAPK1,"Q499G7,P28482,Q1HBJ4",Protein,Endogenous,"All Targets, Insulin Signaling, TNF Signaling, VEGF Signaling, Cell Adhesion & Motility, NRF2 Signaling, Apoptosis, Myeloid Inflammation, Oxidative Stress, FGFR Signaling, Estrogen Signaling, Differentiation, PI3K-Akt Signaling, MAPK Signaling, FoxO Signaling, Autophagy, mTOR Signaling, Chemokine Signaling, TCR Signaling, IL-17 Signaling, HIF1 Signaling, TLR Signaling, Senescence, RAGE Signaling, Cell Cycle, TGF-beta Signaling, EMT"
DPROT_00958.1,MMP1,MMP1,MMP1,"B4DN15,Q53G95,P03956",Protein,Endogenous,"All Targets, Matrix Remodeling and Metastasis, Other Interleukin Signaling, PPAR Signaling"
DPROT_00948.1,NCR1,NCR1,NCR1,"O76036,A0A0A0MTU0,A0A0A0MQZ0,A0A0A0MR94",Protein,Endogenous,"All Targets, Lymphocyte Regulation"
DPROT_00939.1,PLCG 2,PLCG 2,PLCG2,P16885,Protein,Endogenous,"All Targets, VEGF Signaling, NF-kB Signaling, Myeloid Inflammation, Lymphocyte Trafficking, TCR Signaling, HIF1 Signaling, TLR Signaling"
DPROT_00892.1,PDGFR alpha,PDGFR alpha,PDGFRA,P16234,Protein,Endogenous,"All Targets, Cell Adhesion & Motility, PDGF Signaling, Oxidative Stress, Endocytosis, PI3K-Akt Signaling, MAPK Signaling, IDH1/2, JAK-STAT Signaling, TGF-beta Signaling"
DPROT_00238.1,GSK3 beta (phospho S9),GSK3 beta (phospho S9),GSK3B,"P49841,Q6FI27",Protein,Endogenous,"All Targets, Insulin Signaling, Cell Adhesion & Motility, Hedgehog Signaling, Differentiation, PI3K-Akt Signaling, mTOR Signaling, Chemokine Signaling, TCR Signaling, Wnt Signaling, Cell Cycle, EMT"
DPROT_00062.1,Progesterone Receptor,Progesterone Receptor,PGR,P06401,Protein,Endogenous,"All Targets, Estrogen Signaling"
DPROT_01028.1,CD73,CD73,NT5E,"Q6NZX3,P21589",Protein,Endogenous,All Targets
DPROT_01036.1,GGT1/GGT,GGT1/GGT,GGT1,"A0A140VJJ9,P19440",Protein,Endogenous,"All Targets, Lipid Metabolism"
DPROT_00168.1,Vimentin,Vimentin,VIM,"P08670,V9HWE1",Protein,Endogenous,"All Targets, Apoptosis, Other Interleukin Signaling, Autophagy, TGF-beta Signaling, EMT"
DPROT_00887.1,STAT1,STAT1,STAT1,P42224,Protein,Endogenous,"All Targets, Notch Signaling, TH1 Differentiation, PDGF Signaling, Oxidative Stress, Other Interleukin Signaling, Chemokine Signaling, TLR Signaling, JAK-STAT Signaling, IL-6 Signaling, Interferon Response Genes, IL-2 Signaling"
DPROT_00744.1,Histone H3 (tri methyl K36),Histone H3 (tri methyl K36),"H3C2,H3C11,H3C10,H3C3,H3C12,H3C1,H3C6,H3C7,H3C4,H3C8",P68431,Protein,Endogenous,"All Targets, Notch Signaling, Epigenetic Modification, Estrogen Signaling, Differentiation, Other Interleukin Signaling, Senescence, Wnt Signaling, Cell Cycle"
DPROT_00737.1,FGFR2,FGFR2,FGFR2,"P21802,A0A141AXF1,S4R381,D2CGD1",Protein,Endogenous,"All Targets, Endocytosis, PI3K-Akt Signaling, MAPK Signaling"
DPROT_01011.1,Cyclin E1,Cyclin E1,CYCS,"G4XXL9,P99999",Protein,Endogenous,"All Targets, Apoptosis, Oxidative Stress, p53 Signaling, Mitochondrial Metabolism / TCA"
DPROT_00881.1,Rad51,Rad51,RAD51,Q06609,Protein,Endogenous,"All Targets, DNA Damage Repair, Cell Cycle"
DPROT_00613.1,CDK1 (phospho T161) + CDK2 / CDK3 (phospho T160),CDK1 (phospho T161) + CDK2 / CDK3 (phospho T160),"CDK1,CDK2,CDK3","A0A024RB77,A0A024RB10,P06493,Q00526,E7ESI2,G3V5T9,A0A024QZJ8,I6L9I5,B4DDL9,B7Z3D6,P24941",Protein,Endogenous,"All Targets, Oxidative Stress, p53 Signaling, DNA Damage Repair, Differentiation, PI3K-Akt Signaling, MAPK Signaling, FoxO Signaling, Senescence, Cell Cycle"
DPROT_00760.1,Histone H2B (acetyl K5),Histone H2B (acetyl K5),"H2BC19P,H2BC12L,H2BC21",Q16778,Protein,Endogenous,"All Targets, Notch Signaling, Immortality & Stemness, Epigenetic Modification, DNA Damage Repair, Estrogen Signaling, Differentiation, Senescence, Wnt Signaling, Cell Cycle"
DPROT_01114.1,Lck,Lck,LCK,"Q573B4,A0A0S2Z3Y4,P06239,A0A0S2Z3Y8",Protein,Endogenous,"All Targets, NF-kB Signaling, PI3K-Akt Signaling, TCR Signaling, IL-2 Signaling"
DPROT_00822.1,C Reactive Protein,C Reactive Protein,CRP,P02741,Protein,Endogenous,"All Targets, Complement System"
DPROT_01092.1,HIF-1 alpha,HIF-1 alpha,HIF1A,"D0VY79,Q16665",Protein,Endogenous,"All Targets, Notch Signaling, TH17 Differentiation, Immortality & Stemness, Oxidative Stress, Other Interleukin Signaling, Autophagy, HIF1 Signaling, EMT"
DPROT_00425.1,ARID1A,ARID1A,ARID1A,O14497,Protein,Endogenous,"All Targets, Androgen Signaling, Epigenetic Modification"
DPROT_00966.1,Smad2 (phospho S467),Smad2 (phospho S467),SMAD2,"Q15796,B7Z5N5,Q53XR6",Protein,Endogenous,"All Targets, Treg Differentiation, TH17 Differentiation, Immortality & Stemness, Endocytosis, Differentiation, Senescence, Cell Cycle, TGF-beta Signaling, EMT"
DPROT_00174.1,STAT6,STAT6,STAT6,"A8K4S9,B4DQB3,P42226",Protein,Endogenous,"All Targets, PDGF Signaling, Oxidative Stress, Other Interleukin Signaling, TH2 Differentiation, JAK-STAT Signaling"
DPROT_01040.1,Bak,Bak,BAK1,"Q16611,A0A0S2Z391",Protein,Endogenous,"All Targets, Proteotoxic Stress, Epigenetic Modification, Apoptosis, Oxidative Stress"
DPROT_01126.1,IDH2,IDH2,IDH2,"P48735,B4DSZ6",Protein,Endogenous,"All Targets, Mitochondrial Metabolism / TCA, IDH1/2"
DPROT_00731.1,c-Fos,c-Fos,FOS,"P01100,Q6FG41",Protein,Endogenous,"All Targets, TNF Signaling, NRF2 Signaling, Apoptosis, Myeloid Inflammation, Oxidative Stress, p53 Signaling, Estrogen Signaling, MAPK Signaling, Other Interleukin Signaling, TCR Signaling, IL-17 Signaling, TLR Signaling, Senescence"
DPROT_00863.1,c-Myc (phospho S62),c-Myc (phospho S62),MYC,"A0A087WVR4,P01106",Protein,Endogenous,"All Targets, Notch Signaling, Myc, Immortality & Stemness, Epigenetic Modification, Estrogen Signaling, Differentiation, PI3K-Akt Signaling, MAPK Signaling, Other Interleukin Signaling, JAK-STAT Signaling, Senescence, Wnt Signaling, Cell Cycle, TGF-beta Signaling, EMT"
DPROT_01053.1,KMT6/EZH2 (phospho T487),KMT6/EZH2 (phospho T487),EZH2,"S4S3R8,Q15910,A0A090N8E9",Protein,Endogenous,"All Targets, Immortality & Stemness, Epigenetic Modification, Oxidative Stress, Differentiation, Senescence, EMT"
DPROT_00902.1,NRF1,NRF1,NRF1,"A0A024R770,A0A024R774,Q16656",Protein,Endogenous,"All Targets, Lipid Metabolism, Mitochondrial Metabolism / TCA"
DPROT_01104.1,Histone H3 (mono methyl K4),Histone H3 (mono methyl K4),"H3C2,H3C11,H3C10,H3C3,H3C12,H3C1,H3C6,H3C7,H3C4,H3C8",P68431,Protein,Endogenous,"All Targets, Notch Signaling, Epigenetic Modification, Estrogen Signaling, Differentiation, Other Interleukin Signaling, Senescence, Wnt Signaling, Cell Cycle"
DPROT_01014.1,ERK1,ERK1,MAPK3,"L7RXH5,P27361,Q9BWJ1",Protein,Endogenous,"All Targets, Insulin Signaling, TNF Signaling, VEGF Signaling, Cell Adhesion & Motility, Apoptosis, Myeloid Inflammation, Oxidative Stress, FGFR Signaling, Estrogen Signaling, Differentiation, PI3K-Akt Signaling, MAPK Signaling, FoxO Signaling, Autophagy, mTOR Signaling, Chemokine Signaling, TCR Signaling, IL-17 Signaling, HIF1 Signaling, TLR Signaling, Senescence, RAGE Signaling, TGF-beta Signaling, Interferon Response Genes, EMT"
DPROT_00715.1,CD11a,CD11a,ITGAL,"P20701,B2RAL6",Protein,Endogenous,"All Targets, Cell Adhesion & Motility, Lymphocyte Trafficking, Lymphocyte Regulation"
DPROT_01209.1,Brd4,Brd4,BRD4,"O60885,A0A024R7H8",Protein,Endogenous,All Targets
DPROT_00615.1,ATM,ATM,ATM,"Q13315,A0A024R3C7",Protein,Endogenous,"All Targets, NF-kB Signaling, Epigenetic Modification, Apoptosis, p53 Signaling, DNA Damage Repair, FoxO Signaling, Autophagy, Senescence, Cell Cycle"
DPROT_00936.1,Retinoic Acid Receptor beta,Retinoic Acid Receptor beta,RARB,"Q3SB16,Q5QHG3,F1D8S6,P10826,Q86UC5",Protein,Endogenous,"All Targets, Differentiation"
DPROT_01021.1,TNFAIP3,TNFAIP3,TNFAIP3,P21580,Protein,Endogenous,"All Targets, TNF Signaling, NF-kB Signaling, Oxidative Stress"
DPROT_01137.1,MEK1 (phospho S298),MEK1 (phospho S298),MAP2K1,"A4QPA9,B4DFY5,Q02750",Protein,Endogenous,"All Targets, Insulin Signaling, TNF Signaling, VEGF Signaling, Cell Adhesion & Motility, Apoptosis, Myeloid Inflammation, Estrogen Signaling, Differentiation, PI3K-Akt Signaling, MAPK Signaling, FoxO Signaling, Autophagy, mTOR Signaling, Chemokine Signaling, TCR Signaling, IL-17 Signaling, HIF1 Signaling, TLR Signaling, Senescence, IL-1 Signaling"
DPROT_00941.1,MDM2 (phospho S166),MDM2 (phospho S166),MDM2,"Q96DS0,A7UKX8,A7UKX9,A7UKX7,A0A0A8KB75,G3XA89,Q00987",Protein,Endogenous,"All Targets, Epigenetic Modification, Oxidative Stress, Endocytosis, p53 Signaling, PI3K-Akt Signaling, FoxO Signaling, Senescence, Cell Cycle"
DPROT_00741.1,KIR3DL1 + KIR3DS1,KIR3DL1 + KIR3DS1,"KIR3DS1,KIR3DL1","Q8N6C9,Q6H2G3,P43629,Q5UCE2",Protein,Endogenous,"All Targets, Lymphocyte Regulation"
DPROT_00625.1,Cdk6,Cdk6,CDK6,Q00534,Protein,Endogenous,"All Targets, p53 Signaling, Hedgehog Signaling, PI3K-Akt Signaling, Senescence, Cell Cycle"
DPROT_01201.1,IKB alpha,IKB alpha,NFKBIA,P25963,Protein,Endogenous,"All Targets, TNF Signaling, NF-kB Signaling, Apoptosis, Myeloid Inflammation, Chemokine Signaling, TCR Signaling, TLR Signaling, IL-1 Signaling"
DPROT_00747.1,Hsp27 (phospho S78),Hsp27 (phospho S78),HSPB1,"P04792,V9HW43",Protein,Endogenous,"All Targets, VEGF Signaling, Oxidative Stress, MAPK Signaling"
DPROT_00801.1,CXCL5 + CXCL6,CXCL5 + CXCL6,"CXCL5,CXCL6","P42830,P80162,Q6I9S7",Protein,Endogenous,"All Targets, TNF Signaling, Chemokine Signaling"
DPROT_01117.1,HDAC2,HDAC2,HDAC2,Q92769,Protein,Endogenous,"All Targets, Notch Signaling, Epigenetic Modification, Oxidative Stress, Differentiation, Wnt Signaling, Cell Cycle"
DPROT_00794.1,p57 Kip2,p57 Kip2,CDKN1C,P49918,Protein,Endogenous,"All Targets, Cell Cycle"
DPROT_00623.1,Rb (phospho S807),Rb (phospho S807),RB1,"P06400,A0A024RDV3",Protein,Endogenous,"All Targets, Androgen Signaling, Senescence, Cell Cycle"
DPROT_00909.1,Podoplanin / gp36,Podoplanin / gp36,PDPN,Q86YL7,Protein,Endogenous,All Targets
DPROT_01015.1,Histone H2A (phospho T120),Histone H2A (phospho T120),"H2AC21,H2AC4,H2AC20,H2AC8","Q08AJ9,P04908,Q8IUE6,Q16777",Protein,Endogenous,"All Targets, Notch Signaling, Immortality & Stemness, Epigenetic Modification, DNA Damage Repair, Estrogen Signaling, Differentiation, Senescence, Wnt Signaling, Cell Cycle"
DPROT_00368.1,Notch1,Notch1,NOTCH1,P46531,Protein,Endogenous,"All Targets, Notch Signaling, Differentiation, TH2 Differentiation, Wnt Signaling, EMT"
DPROT_00917.1,STAT1 (phospho S727),STAT1 (phospho S727),STAT1,P42224,Protein,Endogenous,"All Targets, Notch Signaling, TH1 Differentiation, PDGF Signaling, Oxidative Stress, Other Interleukin Signaling, Chemokine Signaling, TLR Signaling, JAK-STAT Signaling, IL-6 Signaling, Interferon Response Genes, IL-2 Signaling"
DPROT_00878.1,Wilms Tumor Protein,Wilms Tumor Protein,WT1,"A0A1W2PR07,Q6PI38,A0A1W2PPP2,P19544,A0A1W2PQQ0",Protein,Endogenous,"All Targets, Epigenetic Modification"
DPROT_00884.1,c-Myb (phospho S11),c-Myb (phospho S11),MYB,"P10242,Q708E9",Protein,Endogenous,"All Targets, Oxidative Stress, Estrogen Signaling, Differentiation, PI3K-Akt Signaling"
DPROT_01124.1,HDAC1,HDAC1,HDAC1,"Q6IT96,Q13547",Protein,Endogenous,"All Targets, Notch Signaling, Androgen Signaling, Epigenetic Modification, Estrogen Signaling, Wnt Signaling, Cell Cycle, TGF-beta Signaling, EMT"
DPROT_00955.1,p40 - DeltaNp63,p40 - DeltaNp63,TP63,"B7Z8X6,A0A0S2Z4N5,A0A0S2Z4N6,A0A141PNN3,A0A141PNN4,Q9H3D4,C9D7D0",Protein,Endogenous,"All Targets, Apoptosis, p53 Signaling, EMT"
DPROT_00997.1,SHP1,SHP1,PTPN6,"P29350,Q53XS4",Protein,Endogenous,"All Targets, Other Interleukin Signaling, Type II Interferon Signaling, TCR Signaling, Type I Interferon Signaling, JAK-STAT Signaling, IL-1 Signaling, IL-2 Signaling"
DPROT_00768.1,Histone H2A (acetyl K5),Histone H2A (acetyl K5),"H2AC21,H2AC4,H2AC20,H2AC8","Q08AJ9,P04908,Q8IUE6,Q16777",Protein,Endogenous,"All Targets, Notch Signaling, Immortality & Stemness, Epigenetic Modification, DNA Damage Repair, Estrogen Signaling, Differentiation, Senescence, Wnt Signaling, Cell Cycle"
DPROT_00276.1,ATG12,ATG12,ATG12,O94817,Protein,Endogenous,"All Targets, FoxO Signaling, Autophagy"
DPROT_00770.1,TBR2 / Eomes,TBR2 / Eomes,EOMES,"B7Z4K0,O95936",Protein,Endogenous,"All Targets, T Cell Exhaustion"
DPROT_00928.1,ROS1,ROS1,ROS1,P08922,Protein,Endogenous,All Targets
DPROT_01022.1,Rb (phospho T356),Rb (phospho T356),RB1,"P06400,A0A024RDV3",Protein,Endogenous,"All Targets, Androgen Signaling, Senescence, Cell Cycle"
DPROT_00771.1,CXCR4,CXCR4,CXCR4,"P61073,A0A0U3FJG0,A0A0U3GXA9",Protein,Endogenous,"All Targets, Lymphocyte Trafficking, Endocytosis, Differentiation, mTOR Signaling, Chemokine Signaling, EMT"
DPROT_01202.1,15 Lipoxygenase 1,15 Lipoxygenase 1,ALOX15,P16050,Protein,Endogenous,"All Targets, Prostaglandin Inflammation, Lipid Metabolism, Other Interleukin Signaling"
DPROT_00402.1,TMPRSS2,TMPRSS2,TMPRSS2,O15393,Protein,Endogenous,"All Targets, Androgen Signaling, Epigenetic Modification"
DPROT_00726.1,KIR2DL1 + KIR2DL2,KIR2DL1 + KIR2DL2,"KIR2DL2,KIR2DL1","P43626,Q6H2H3,Q6H2H2",Protein,Endogenous,"All Targets, Lymphocyte Regulation, Senescence"
DPROT_00426.1,ATM (phospho S1981),ATM (phospho S1981),ATM,"Q13315,A0A024R3C7",Protein,Endogenous,"All Targets, NF-kB Signaling, Epigenetic Modification, Apoptosis, p53 Signaling, DNA Damage Repair, FoxO Signaling, Autophagy, Senescence, Cell Cycle"
DPROT_01020.1,Insulin Receptor beta,Insulin Receptor beta,INSR,P06213,Protein,Endogenous,"All Targets, Insulin Signaling, PI3K-Akt Signaling, MAPK Signaling, FoxO Signaling, mTOR Signaling, HIF1 Signaling, AMPK Signaling"
DPROT_01141.1,CD79a,CD79a,CD79A,P11912,Protein,Endogenous,All Targets
DPROT_00886.1,RPS6 (phospho S240 + S244),RPS6 (phospho S240 + S244),RPS6,"P62753,A2A3R6",Protein,Endogenous,"All Targets, Insulin Signaling, Differentiation, PI3K-Akt Signaling, mTOR Signaling, HIF1 Signaling"
DPROT_00872.1,Occludin,Occludin,OCLN,"Q16625,A8K3T2",Protein,Endogenous,"All Targets, Cell Adhesion & Motility, Apoptosis, Lymphocyte Trafficking"
DPROT_01062.1,Melanoma gp100,Melanoma gp100,PMEL,P40967,Protein,Endogenous,All Targets
DPROT_00367.1,VEGF Receptor 2,VEGF Receptor 2,KDR,"A0A024RD88,P35968",Protein,Endogenous,"All Targets, VEGF Signaling, Cell Adhesion & Motility, PI3K-Akt Signaling, MAPK Signaling"
DPROT_01087.1,c-Jun (phospho S63),c-Jun (phospho S63),JUN,P05412,Protein,Endogenous,"All Targets, TNF Signaling, Notch Signaling, Cell Adhesion & Motility, NRF2 Signaling, Apoptosis, Myeloid Inflammation, Oxidative Stress, p53 Signaling, Estrogen Signaling, Differentiation, MAPK Signaling, TCR Signaling, IL-17 Signaling, TLR Signaling, Senescence, Wnt Signaling, EMT"
DPROT_00792.1,CXCR5,CXCR5,CXCR5,"Q2YD84,A0N0R2,A8K647,P32302",Protein,Endogenous,"All Targets, Chemokine Signaling"
DPROT_00895.1,p63,p63,TP63,"B7Z8X6,A0A0S2Z4N5,A0A0S2Z4N6,A0A141PNN3,A0A141PNN4,Q9H3D4,C9D7D0",Protein,Endogenous,"All Targets, Apoptosis, p53 Signaling, EMT"
DPROT_00965.1,SOCS3,SOCS3,SOCS3,"Q6FI39,O14543",Protein,Endogenous,"All Targets, Insulin Signaling, TNF Signaling, MHC Class I Antigen Presentation, Other Interleukin Signaling, Type II Interferon Signaling, Type I Interferon Signaling, JAK-STAT Signaling, IL-6 Signaling"
DPROT_00765.1,IL-22RA1,IL-22RA1,IL22RA1,Q8N6P7,Protein,Endogenous,"All Targets, Other Interleukin Signaling, JAK-STAT Signaling"
